arm,alpha,seed,f1,auroc,accuracy,rounds_to_converge,wall_clock_sec,n_qubits,circuit_depth
arm3,0.5,7,0.7714,0.8273,0.7391,20,0.0559,,
arm3,0.1,7,0.7629,0.815,0.75,20,0.0519,,
arm3,,7,0.7763,0.8217,0.7337,20,0.054,,
arm3,100,7,0.8451,0.89,0.8207,20,0.0524,,
arm3,1.0,7,0.8241,0.8918,0.8098,20,0.0587,,
arm3,0.5,7,0.83,0.8893,0.8152,20,0.0567,,
arm3,0.1,7,0.8205,0.8879,0.8098,20,0.0598,,
arm3,,7,0.8205,0.8833,0.8098,20,0.0561,,
arm3,100,7,0.804,0.8487,0.788,20,0.0585,,
arm3,1.0,7,0.7857,0.8474,0.7717,20,0.0625,,
arm3,0.5,7,0.8155,0.8498,0.7935,20,0.0546,,
arm3,0.1,7,0.7772,0.8394,0.7663,20,0.064,,
arm3,,7,0.8279,0.8559,0.7989,20,0.0607,,
arm3,100,7,0.7843,0.8571,0.7609,20,0.0648,,
arm3,1.0,7,0.7923,0.8566,0.7663,20,0.0744,,
arm3,0.5,7,0.7861,0.8531,0.7663,20,0.0732,,
arm3,0.1,7,0.7885,0.8629,0.7609,20,0.065,,
arm3,,7,0.8057,0.8561,0.7772,20,0.0525,,
arm3,100,7,0.7857,0.8183,0.7391,20,0.0692,,
arm3,1.0,7,0.785,0.8206,0.75,20,0.0631,,
arm3,0.5,7,0.7944,0.8179,0.7609,20,0.0536,,
arm3,0.1,7,0.7638,0.8235,0.7446,20,0.0619,,
arm3,,7,0.7647,0.8144,0.7391,20,0.0501,,
arm3,100,8,0.7772,0.8088,0.7663,20,0.0525,,
arm3,1.0,8,0.7739,0.8193,0.7554,20,0.0554,,
arm3,0.5,8,0.7778,0.8147,0.7609,20,0.0571,,
arm3,0.1,8,0.7273,0.8169,0.7228,20,0.0561,,
arm3,,8,0.781,0.8156,0.75,20,0.0577,,
arm3,100,8,0.8214,0.8785,0.7826,20,0.0768,,
arm3,1.0,8,0.7788,0.8741,0.75,20,0.0494,,
arm3,0.5,8,0.8273,0.8724,0.7935,20,0.0521,,
arm3,0.1,8,0.7183,0.8615,0.5652,20,0.0536,,
arm3,,8,0.8261,0.8718,0.7826,20,0.0532,,
arm3,100,8,0.796,0.8514,0.7772,20,0.0563,,
arm3,1.0,8,0.8111,0.8515,0.7772,20,0.0554,,
arm3,0.5,8,0.8148,0.8521,0.7826,20,0.058,,
arm3,0.1,8,0.7881,0.8421,0.7283,20,0.0696,,
arm3,,8,0.8039,0.8526,0.7826,20,0.0562,,
arm3,100,8,0.7892,0.8091,0.7446,20,0.0734,,
arm3,1.0,8,0.7474,0.8022,0.7391,20,0.0806,,
arm3,0.5,8,0.7723,0.8043,0.75,20,0.0613,,
arm3,0.1,8,0.646,0.7703,0.6902,20,0.0576,,
arm3,,8,0.7292,0.7884,0.7174,20,0.0616,,
arm3,100,8,0.802,0.884,0.788,20,0.0562,,
arm3,1.0,8,0.8224,0.8794,0.7935,20,0.0559,,
arm3,0.5,8,0.8269,0.8839,0.8043,20,0.0533,,
arm3,0.1,8,0.8161,0.8631,0.7772,20,0.0636,,
arm3,,8,0.8241,0.8841,0.7935,20,0.0519,,
arm3,100,9,0.7879,0.8707,0.7717,20,0.0619,,
arm3,1.0,9,0.7879,0.8679,0.7717,20,0.0556,,
arm3,0.5,9,0.7979,0.8608,0.7935,20,0.0515,,
arm3,0.1,9,0.7919,0.8595,0.7772,20,0.0579,,
arm3,,9,0.8093,0.8603,0.7772,20,0.0493,,
arm3,100,9,0.8286,0.8751,0.8043,20,0.0558,,
arm3,1.0,9,0.8312,0.8709,0.788,20,0.0612,,
arm3,0.5,9,0.8041,0.8607,0.7935,20,0.0594,,
arm3,0.1,9,0.8269,0.8666,0.8043,20,0.0613,,
arm3,,9,0.8317,0.8684,0.8152,20,0.056,,
arm3,100,9,0.7576,0.8407,0.7391,20,0.0618,,
arm3,1.0,9,0.7358,0.8278,0.7228,20,0.0539,,
arm3,0.5,9,0.7302,0.8271,0.7228,20,0.0647,,
arm3,0.1,9,0.7925,0.8305,0.7609,20,0.056,,
arm3,,9,0.8341,0.8278,0.7989,20,0.0573,,
arm3,100,9,0.7374,0.8004,0.7174,20,0.0523,,
arm3,1.0,9,0.7838,0.8083,0.7391,20,0.0537,,
arm3,0.5,9,0.7059,0.795,0.7011,20,0.0553,,
arm3,0.1,9,0.7525,0.8138,0.7283,20,0.0617,,
arm3,,9,0.7857,0.8108,0.7391,20,0.096,,
arm3,100,9,0.8019,0.8729,0.7717,20,0.0905,,
arm3,1.0,9,0.8128,0.8704,0.7772,20,0.0691,,
arm3,0.5,9,0.7766,0.8648,0.7717,20,0.0759,,
arm3,0.1,9,0.8079,0.859,0.788,20,0.0671,,
arm3,,9,0.8075,0.8709,0.7772,20,0.0727,,
arm3,100,0,0.8137,0.8653,0.7935,20,0.0704,,
arm3,1.0,0,0.8137,0.8664,0.7935,20,0.0667,,
arm3,0.5,0,0.8038,0.8484,0.7772,20,0.0667,,
arm3,0.1,0,0.8186,0.8447,0.788,20,0.0599,,
arm3,,0,0.804,0.8529,0.788,20,0.056,,
arm3,100,0,0.8304,0.8731,0.7935,20,0.0611,,
arm3,1.0,0,0.8288,0.8733,0.7935,20,0.0519,,
arm3,0.5,0,0.8246,0.867,0.7826,20,0.0574,,
arm3,0.1,0,0.8319,0.8732,0.7826,20,0.0666,,
arm3,,0,0.823,0.8699,0.7826,20,0.0663,,
arm3,100,0,0.732,0.8265,0.7174,20,0.0628,,
arm3,1.0,0,0.7475,0.8307,0.7283,20,0.0916,,
arm3,0.5,0,0.7729,0.8315,0.7446,20,0.08,,
arm3,0.1,0,0.7566,0.8378,0.6467,20,0.0561,,
arm3,,0,0.76,0.8288,0.7391,20,0.0604,,
arm3,100,0,0.7835,0.8503,0.7717,20,0.0503,,
arm3,1.0,0,0.7919,0.8495,0.7772,20,0.0565,,
arm3,0.5,0,0.798,0.8451,0.7772,20,0.0617,,
arm3,0.1,0,0.6587,0.799,0.6902,20,0.0561,,
arm3,,0,0.7921,0.8501,0.7717,20,0.0621,,
arm3,100,0,0.7812,0.8336,0.7717,20,0.0744,,
arm3,1.0,0,0.7716,0.8311,0.7554,20,0.0787,,
arm3,0.5,0,0.7739,0.8187,0.7554,20,0.068,,
arm3,0.1,0,0.6889,0.8044,0.6957,20,0.0561,,
arm3,,0,0.7982,0.8259,0.7609,20,0.0536,,
arm3,100,1,0.78,0.8323,0.7609,20,0.0706,,
arm3,1.0,1,0.7926,0.8358,0.7554,20,0.0681,,
arm3,0.5,1,0.7943,0.8376,0.7663,20,0.0636,,
arm3,0.1,1,0.7088,0.7917,0.5489,20,0.0538,,
arm3,,1,0.7964,0.8305,0.7554,20,0.0681,,
arm3,100,1,0.7841,0.8268,0.7337,20,0.0554,,
arm3,1.0,1,0.7807,0.8318,0.7283,20,0.0715,,
arm3,0.5,1,0.8113,0.8265,0.7826,20,0.0565,,
arm3,0.1,1,0.7133,0.8094,0.5543,20,0.0554,,
arm3,,1,0.7876,0.8346,0.7391,20,0.055,,
arm3,100,1,0.8241,0.873,0.8098,20,0.0539,,
arm3,1.0,1,0.8372,0.8733,0.8098,20,0.0547,,
arm3,0.5,1,0.8252,0.8697,0.8043,20,0.0615,,
arm3,0.1,1,0.7133,0.7991,0.5543,20,0.0543,,
arm3,,1,0.7831,0.866,0.7772,20,0.0557,,
arm3,100,1,0.7761,0.8271,0.7554,20,0.0541,,
arm3,1.0,1,0.7981,0.8263,0.7663,20,0.0541,,
arm3,0.5,1,0.7729,0.8245,0.7446,20,0.0701,,
arm3,0.1,1,0.7133,0.8092,0.5543,20,0.0653,,
arm3,,1,0.7907,0.8265,0.7554,20,0.0718,,
arm3,100,1,0.7619,0.8673,0.7554,20,0.0612,,
arm3,1.0,1,0.8178,0.8666,0.7772,20,0.0747,,
arm3,0.5,1,0.8131,0.8674,0.7826,20,0.0598,,
arm3,0.1,1,0.7133,0.7768,0.5543,20,0.0543,,
arm3,,1,0.8288,0.8735,0.7935,20,0.0603,,
arm3,100,2,0.8095,0.8579,0.7826,20,0.0615,,
arm3,1.0,2,0.8038,0.8566,0.7772,20,0.0564,,
arm3,0.5,2,0.79,0.8416,0.7717,20,0.0597,,
arm3,0.1,2,0.7826,0.8278,0.7554,20,0.068,,
arm3,,2,0.7895,0.8511,0.7391,20,0.0863,,
arm3,100,2,0.806,0.8648,0.788,20,0.0918,,
arm3,1.0,2,0.8134,0.8702,0.788,20,0.0786,,
arm3,0.5,2,0.7778,0.8648,0.7609,20,0.0731,,
arm3,0.1,2,0.8037,0.859,0.7663,20,0.0697,,
arm3,,2,0.79,0.8642,0.7717,20,0.0726,,
arm3,100,2,0.7692,0.8405,0.7554,20,0.0617,,
arm3,1.0,2,0.7822,0.8443,0.7609,20,0.064,,
arm3,0.5,2,0.7333,0.8303,0.7391,20,0.0531,,
arm3,0.1,2,0.7474,0.8172,0.7391,20,0.0573,,
arm3,,2,0.7905,0.8385,0.7609,20,0.057,,
arm3,100,2,0.8079,0.8653,0.788,20,0.0586,,
arm3,1.0,2,0.8213,0.8631,0.7989,20,0.0608,,
arm3,0.5,2,0.7708,0.857,0.7609,20,0.0549,,
arm3,0.1,2,0.8148,0.8467,0.7826,20,0.0608,,
arm3,,2,0.7921,0.861,0.7717,20,0.0556,,
arm3,100,2,0.7839,0.8455,0.7663,20,0.056,,
arm3,1.0,2,0.8155,0.8472,0.7935,20,0.0542,,
arm3,0.5,2,0.7732,0.8268,0.7609,20,0.0778,,
arm3,0.1,2,0.7773,0.8346,0.7228,20,0.0653,,
arm3,,2,0.7879,0.8455,0.7717,20,0.063,,
arm3,100,3,0.8018,0.831,0.7663,20,0.0767,,
arm3,1.0,3,0.7449,0.8299,0.7283,20,0.0702,,
arm3,0.5,3,0.7526,0.8345,0.7391,20,0.0576,,
arm3,0.1,3,0.7273,0.8252,0.7228,20,0.0595,,
arm3,,3,0.7487,0.8329,0.7337,20,0.0593,,
arm3,100,3,0.7723,0.8393,0.75,20,0.065,,
arm3,1.0,3,0.7826,0.8412,0.7554,20,0.0699,,
arm3,0.5,3,0.7767,0.8356,0.75,20,0.0691,,
arm3,0.1,3,0.7826,0.828,0.7554,20,0.0759,,
arm3,,3,0.8142,0.8363,0.7717,20,0.0688,,
arm3,100,3,0.8077,0.8479,0.7826,20,0.059,,
arm3,1.0,3,0.8213,0.8483,0.7989,20,0.0551,,
arm3,0.5,3,0.8116,0.8517,0.788,20,0.0566,,
arm3,0.1,3,0.804,0.8582,0.788,20,0.0569,,
arm3,,3,0.8152,0.8505,0.788,20,0.0528,,
arm3,100,3,0.7761,0.8357,0.7554,20,0.0634,,
arm3,1.0,3,0.7723,0.8335,0.75,20,0.074,,
arm3,0.5,3,0.7838,0.8437,0.7391,20,0.0695,,
arm3,0.1,3,0.7551,0.8274,0.7391,20,0.0678,,
arm3,,3,0.7805,0.8327,0.7554,20,0.0607,,
arm3,100,3,0.8257,0.8716,0.7935,20,0.059,,
arm3,1.0,3,0.8131,0.8724,0.7826,20,0.0661,,
arm3,0.5,3,0.7981,0.862,0.7717,20,0.0647,,
arm3,0.1,3,0.8,0.8574,0.7826,20,0.0552,,
arm3,,3,0.8214,0.8676,0.7826,20,0.0563,,
arm3,100,4,0.8165,0.8678,0.7826,20,0.0589,,
arm3,1.0,4,0.802,0.8582,0.7826,20,0.0532,,
arm3,0.5,4,0.7981,0.861,0.7717,20,0.051,,
arm3,0.1,4,0.72,0.8368,0.7337,20,0.0548,,
arm3,,4,0.7961,0.8571,0.7717,20,0.062,,
arm3,100,4,0.7835,0.8466,0.7717,20,0.0573,,
arm3,1.0,4,0.7795,0.8407,0.7663,20,0.0517,,
arm3,0.5,4,0.8173,0.8485,0.7935,20,0.0544,,
arm3,0.1,4,0.7783,0.8309,0.7337,20,0.0645,,
arm3,,4,0.7926,0.8431,0.7554,20,0.07,,
arm3,100,4,0.8186,0.8563,0.788,20,0.0826,,
arm3,1.0,4,0.7961,0.847,0.7717,20,0.0734,,
arm3,0.5,4,0.7923,0.8474,0.7663,20,0.0672,,
arm3,0.1,4,0.7869,0.8535,0.7174,20,0.0624,,
arm3,,4,0.8161,0.8483,0.7772,20,0.0623,,
arm3,100,4,0.7653,0.8485,0.75,20,0.0639,,
arm3,1.0,4,0.7732,0.8485,0.7609,20,0.0582,,
arm3,0.5,4,0.7653,0.8486,0.75,20,0.0594,,
arm3,0.1,4,0.6038,0.832,0.6576,20,0.0575,,
arm3,,4,0.8072,0.8505,0.7663,20,0.0518,,
arm3,100,4,0.7423,0.839,0.7283,20,0.0509,,
arm3,1.0,4,0.7685,0.8288,0.7446,20,0.0518,,
arm3,0.5,4,0.7487,0.833,0.7337,20,0.0596,,
arm3,0.1,4,0.6966,0.8242,0.7065,20,0.056,,
arm3,,4,0.75,0.818,0.7283,20,0.0586,,
arm3,100,5,0.756,0.8181,0.7228,20,0.0523,,
arm3,1.0,5,0.7562,0.8082,0.7337,20,0.0624,,
arm3,0.5,5,0.7196,0.7973,0.712,20,0.057,,
arm3,0.1,5,0.7174,0.8032,0.7174,20,0.0506,,
arm3,,5,0.7729,0.8113,0.7446,20,0.0588,,
arm3,100,5,0.7861,0.866,0.7663,20,0.0854,,
arm3,1.0,5,0.8364,0.8785,0.8043,20,0.0999,,
arm3,0.5,5,0.7241,0.8533,0.7391,20,0.0723,,
arm3,0.1,5,0.7582,0.8633,0.7609,20,0.0587,,
arm3,,5,0.8,0.8702,0.7826,20,0.0576,,
arm3,100,5,0.8019,0.8513,0.7717,20,0.064,,
arm3,1.0,5,0.7963,0.8462,0.7609,20,0.0613,,
arm3,0.5,5,0.8037,0.849,0.7663,20,0.0588,,
arm3,0.1,5,0.7614,0.8448,0.7446,20,0.0547,,
arm3,,5,0.8037,0.8486,0.7663,20,0.058,,
arm3,100,5,0.81,0.8465,0.7935,20,0.0607,,
arm3,1.0,5,0.8116,0.8401,0.788,20,0.0588,,
arm3,0.5,5,0.8161,0.8361,0.7772,20,0.0767,,
arm3,0.1,5,0.804,0.8459,0.788,20,0.0695,,
arm3,,5,0.8161,0.8333,0.7772,20,0.0684,,
arm3,100,5,0.7576,0.8361,0.7391,20,0.0553,,
arm3,1.0,5,0.7882,0.841,0.7663,20,0.0553,,
arm3,0.5,5,0.7644,0.8294,0.7554,20,0.0559,,
arm3,0.1,5,0.8128,0.8363,0.7772,20,0.0556,,
arm3,,5,0.8128,0.8366,0.7772,20,0.056,,
arm3,100,6,0.8235,0.8266,0.788,20,0.0548,,
arm3,1.0,6,0.7745,0.8297,0.75,20,0.0667,,
arm3,0.5,6,0.8095,0.8287,0.7826,20,0.058,,
arm3,0.1,6,0.7861,0.8285,0.7663,20,0.0541,,
arm3,,6,0.7662,0.8211,0.7446,20,0.0532,,
arm3,100,6,0.7928,0.8442,0.75,20,0.0597,,
arm3,1.0,6,0.7668,0.8352,0.7554,20,0.0566,,
arm3,0.5,6,0.7579,0.8322,0.75,20,0.0599,,
arm3,0.1,6,0.7473,0.8349,0.75,20,0.0555,,
arm3,,6,0.8093,0.839,0.7772,20,0.0633,,
arm3,100,6,0.8,0.8708,0.7826,20,0.0535,,
arm3,1.0,6,0.8038,0.8581,0.7772,20,0.0608,,
arm3,0.5,6,0.8116,0.8648,0.788,20,0.0622,,
arm3,0.1,6,0.8155,0.8789,0.7663,20,0.0623,,
arm3,,6,0.798,0.8688,0.7772,20,0.064,,
arm3,100,6,0.8035,0.8627,0.7554,20,0.0598,,
arm3,1.0,6,0.7826,0.8521,0.7554,20,0.0566,,
arm3,0.5,6,0.8038,0.8523,0.7772,20,0.0516,,
arm3,0.1,6,0.8085,0.8637,0.7554,20,0.0577,,
arm3,,6,0.7739,0.8479,0.7554,20,0.0563,,
arm3,100,6,0.7982,0.8329,0.7609,20,0.0518,,
arm3,1.0,6,0.7839,0.8272,0.7663,20,0.0643,,
arm3,0.5,6,0.77,0.8306,0.75,20,0.0547,,
arm3,0.1,6,0.7644,0.8233,0.7554,20,0.0517,,
arm3,,6,0.7708,0.8174,0.7609,20,0.0566,,
arm3,100,7,0.766,0.8195,0.7609,20,0.0548,,
arm3,1.0,7,0.759,0.8182,0.7446,20,0.0537,,
arm3,0.5,7,0.7685,0.8294,0.7283,20,0.0682,,
arm3,0.1,7,0.7629,0.8155,0.75,20,0.077,,
arm3,,7,0.7798,0.8209,0.7391,20,0.058,,
arm3,100,7,0.8411,0.8895,0.8152,20,0.0546,,
arm3,1.0,7,0.8182,0.8912,0.8043,20,0.0566,,
arm3,0.5,7,0.8558,0.8887,0.837,20,0.0528,,
arm3,0.1,7,0.8205,0.8876,0.8098,20,0.0487,,
arm3,,7,0.8163,0.8831,0.8043,20,0.0518,,
arm3,100,7,0.81,0.8492,0.7935,20,0.0577,,
arm3,1.0,7,0.7897,0.8481,0.7772,20,0.057,,
arm3,0.5,7,0.8269,0.8507,0.8043,20,0.0657,,
arm3,0.1,7,0.7772,0.84,0.7663,20,0.0608,,
arm3,,7,0.8279,0.8561,0.7989,20,0.0651,,
arm3,100,7,0.8145,0.8558,0.7772,20,0.0533,,
arm3,1.0,7,0.7923,0.8566,0.7663,20,0.065,,
arm3,0.5,7,0.8203,0.8529,0.788,20,0.0652,,
arm3,0.1,7,0.7885,0.8635,0.7609,20,0.0641,,
arm3,,7,0.8,0.8565,0.7717,20,0.066,,
arm3,100,7,0.7857,0.8186,0.7391,20,0.0739,,
arm3,1.0,7,0.785,0.8199,0.75,20,0.0523,,
arm3,0.5,7,0.7962,0.8189,0.7663,20,0.056,,
arm3,0.1,7,0.7638,0.8232,0.7446,20,0.0534,,
arm3,,7,0.7647,0.8139,0.7391,20,0.0536,,
arm3,100,8,0.7772,0.8093,0.7663,20,0.0585,,
arm3,1.0,8,0.7798,0.8238,0.7391,20,0.0574,,
arm3,0.5,8,0.7822,0.8145,0.7609,20,0.0524,,
arm3,0.1,8,0.6065,0.7706,0.6685,20,0.0565,,
arm3,,8,0.7885,0.8153,0.7609,20,0.0562,,
arm3,100,8,0.78,0.8739,0.7609,20,0.0554,,
arm3,1.0,8,0.7847,0.8734,0.7554,20,0.0546,,
arm3,0.5,8,0.8326,0.8722,0.7989,20,0.053,,
arm3,0.1,8,0.8099,0.8711,0.75,20,0.0537,,
arm3,,8,0.837,0.8718,0.7989,20,0.0559,,
arm3,100,8,0.79,0.8514,0.7717,20,0.0608,,
arm3,1.0,8,0.8148,0.8513,0.7826,20,0.0752,,
arm3,0.5,8,0.8111,0.8525,0.7772,20,0.0555,,
arm3,0.1,8,0.7444,0.8497,0.6304,20,0.0539,,
arm3,,8,0.8079,0.851,0.788,20,0.0543,,
arm3,100,8,0.7892,0.8084,0.7446,20,0.0518,,
arm3,1.0,8,0.7407,0.8019,0.7337,20,0.0572,,
arm3,0.5,8,0.7745,0.8046,0.75,20,0.0554,,
arm3,0.1,8,0.7615,0.7938,0.6902,20,0.068,,
arm3,,8,0.733,0.7872,0.7228,20,0.0547,,
arm3,100,8,0.802,0.8838,0.788,20,0.065,,
arm3,1.0,8,0.8208,0.878,0.7935,20,0.0641,,
arm3,0.5,8,0.8269,0.8835,0.8043,20,0.057,,
arm3,0.1,8,0.8117,0.8705,0.7554,20,0.0568,,
arm3,,8,0.8319,0.8847,0.7935,20,0.0636,,
arm3,100,9,0.7879,0.8708,0.7717,20,0.054,,
arm3,1.0,9,0.7879,0.8683,0.7717,20,0.0586,,
arm3,0.5,9,0.7857,0.8611,0.7717,20,0.0511,,
arm3,0.1,9,0.7919,0.859,0.7772,20,0.0633,,
arm3,,9,0.8093,0.8604,0.7772,20,0.0654,,
arm3,100,9,0.8325,0.8741,0.8098,20,0.068,,
arm3,1.0,9,0.8276,0.8714,0.7826,20,0.06,,
arm3,0.5,9,0.8063,0.8607,0.7989,20,0.0531,,
arm3,0.1,9,0.8269,0.867,0.8043,20,0.0558,,
arm3,,9,0.8317,0.867,0.8152,20,0.0523,,
arm3,100,9,0.7576,0.8397,0.7391,20,0.0604,,
arm3,1.0,9,0.7411,0.8286,0.7228,20,0.0552,,
arm3,0.5,9,0.7368,0.8266,0.7283,20,0.0558,,
arm3,0.1,9,0.8037,0.8306,0.7717,20,0.053,,
arm3,,9,0.8288,0.8281,0.7935,20,0.0533,,
arm3,100,9,0.75,0.8016,0.7283,20,0.0546,,
arm3,1.0,9,0.7685,0.8082,0.7283,20,0.0558,,
arm3,0.5,9,0.7059,0.7948,0.7011,20,0.0625,,
arm3,0.1,9,0.7538,0.8135,0.7337,20,0.054,,
arm3,,9,0.7857,0.8098,0.7391,20,0.061,,
arm3,100,9,0.8019,0.8734,0.7717,20,0.065,,
arm3,1.0,9,0.8018,0.8692,0.7663,20,0.1022,,
arm3,0.5,9,0.7444,0.863,0.75,20,0.054,,
arm3,0.1,9,0.8079,0.859,0.788,20,0.0527,,
arm3,,9,0.8075,0.8714,0.7772,20,0.0573,,
